Dataset,User_N,SensitiveATT,Pro_N,Pro_percent,TargetAtt,Alpha,rKL,rND,rRD
credit,50,attr_val,28,56,score,DPC37,0.017347807951581477,0.13704167013005608,0.1813848725070242
german,50,attr_val,22,44,score,DTC37,0.014728714205016242,0.12023417985193541,0.20009741511524018
credit,50,attr_val,28,56,score,DTC37,0.016858832861413556,0.13704167013005608,0.1813848725070242
german,50,attr_val,22,44,score,DIC37,0.004667573940214082,0.06698882497130838,0.10660140032512316
credit,50,attr_val,28,56,score,DIC37,0.020206885235348093,0.16232561812332413,0.22617767439747186
german,50,attr_val,24,48,score,DPC38,0.00433263563628156,0.07255350826323818,0.0
credit,50,attr_val,31,62,score,DPC38,0.07479991592710462,0.2913235968123204,0.4730145754080861
german,50,attr_val,24,48,score,DTC38,0.00433263563628156,0.07004022634092004,0.0
credit,50,attr_val,31,62,score,DTC38,0.06121727314649911,0.2913235968123204,0.4730145754080861
german,50,attr_val,24,48,score,DIC38,0.00702498546137032,0.08343788286048752,0.0
credit,50,attr_val,31,62,score,DIC38,0.06465209588170534,0.2789742644158628,0.44897503353575785
german,50,attr_val,16,32,score,DPC39,0.015365350415874198,0.08742491053875312,0.024337500696885832
credit,50,attr_val,36,72,score,DPC39,0.016455824844531612,0.16619707307503315,0.2857687991579298
german,50,attr_val,16,32,score,DTC39,0.015365350415874198,0.08813644773715375,0.024337500696885832
credit,50,attr_val,36,72,score,DTC39,0.016978770836507822,0.16619707307503315,0.2857687991579298
german,50,attr_val,16,32,score,DIC39,0.07210263653102002,0.17973382279793182,0.06586754482024595
credit,50,attr_val,36,72,score,DIC39,0.017950998649281975,0.1793604328918032,0.2857687991579298
german,50,attr_val,21,42,score,DPC40,0.08896189624275286,0.22170264232880127,0.23722202454616328
credit,50,attr_val,35,70,score,DPC40,0.012683882346913438,0.14390183331567657,0.031416462711520474
german,50,attr_val,21,42,score,DTC40,0.08896189624275286,0.22207685206706126,0.23722202454616328
credit,50,attr_val,35,70,score,DTC40,0.01921064591413127,0.14390183331567657,0.031416462711520474
german,50,attr_val,21,42,score,DIC40,0.09673967099762691,0.2726346865346027,0.23722202454616328
credit,50,attr_val,35,70,score,DIC40,0.016066886900322878,0.14390183331567657,0.031416462711520474
german,50,attr_val,19,38,score,DPC41,0.002191137469797918,0.04791394768994212,0.0
credit,50,attr_val,30,60,score,DPC41,0.01375212323636963,0.117551793600439,0.0484433919283759
german,50,attr_val,19,38,score,DTC41,0.002191137469797918,0.04958049138527391,0.0
credit,50,attr_val,30,60,score,DTC41,0.014430194766242417,0.117551793600439,0.0484433919283759
german,50,attr_val,19,38,score,DIC41,0.025675653097722944,0.12049643632618576,0.0048107459579722804
credit,50,attr_val,30,60,score,DIC41,0.012634855064621763,0.117551793600439,0.0484433919283759
german,50,attr_val,19,38,score,DPC42,0.16898943109108558,0.2541806343725232,0.28973409418524104
credit,50,attr_val,31,62,score,DPC42,0.033007092325808216,0.23262931864890624,0.4177668219589461
german,50,attr_val,19,38,score,DTC42,0.16898943109108558,0.25141982516080685,0.28973409418524104
credit,50,attr_val,31,62,score,DTC42,0.03770392557887113,0.23262931864890624,0.4177668219589461
german,50,attr_val,19,38,score,DIC42,0.1883124690327797,0.3438660889554972,0.4968803575470812
credit,50,attr_val,31,62,score,DIC42,0.04040576170394535,0.23262931864890624,0.4177668219589461
german,50,attr_val,18,36,score,DPC43,0.017149971646153745,0.11252676120886607,0.00970058775408231
credit,50,attr_val,28,56,score,DPC43,0.05597181474830309,0.27456019659716313,0.4411514072786285
german,50,attr_val,18,36,score,DTC43,0.017149971646153745,0.11520382141620888,0.00970058775408231
credit,50,attr_val,28,56,score,DTC43,0.05597181474830309,0.27456019659716313,0.4411514072786285
german,50,attr_val,18,36,score,DIC43,0.055300263769177974,0.21382814849559925,0.0
credit,50,attr_val,28,56,score,DIC43,0.05597181474830309,0.27456019659716313,0.4411514072786285
german,50,attr_val,15,30,score,DPC44,0.13209388308488249,0.20731954044622075,0.3140088776248553
credit,50,attr_val,35,70,score,DPC44,0.02202979064128586,0.17565796336030962,0.35022490354925057
german,50,attr_val,15,30,score,DTC44,0.13209388308488249,0.21073921794280254,0.3140088776248553
credit,50,attr_val,35,70,score,DTC44,0.022247893949255575,0.17565796336030962,0.35022490354925057
german,50,attr_val,15,30,score,DIC44,0.05251968304707623,0.17397685986935968,0.30265132969627406
credit,50,attr_val,35,70,score,DIC44,0.025691821038177548,0.17565796336030962,0.35022490354925057
german,50,attr_val,19,38,score,DPC45,0.036980552267665244,0.18612045716662787,0.0
credit,50,attr_val,35,70,score,DPC45,0.0008490550551710964,0.018733142293176887,0.0
german,50,attr_val,19,38,score,DTC45,0.036980552267665244,0.18756641406122662,0.0
credit,50,attr_val,35,70,score,DTC45,0.0008537025633809625,0.018733142293176887,0.0
german,50,attr_val,19,38,score,DIC45,0.031784956990588815,0.14826556263298313,0.0048107459579722804
credit,50,attr_val,35,70,score,DIC45,0.001769212199947989,0.0317252230537758,0.031416462711520474
german,50,attr_val,22,44,score,DPC46,0.03489992298542842,0.16098632288734682,0.22539841658540932
credit,50,attr_val,38,76,score,DPC46,0.03809731649568587,0.2410854632452168,0.4872235430881065
german,50,attr_val,22,44,score,DTC46,0.03489992298542842,0.16468508108142596,0.22539841658540932
credit,50,attr_val,38,76,score,DTC46,0.03367596076509179,0.2410854632452168,0.4872235430881065
german,50,attr_val,22,44,score,DIC46,0.04972626237975571,0.23124210250594907,0.36230421678073216
credit,50,attr_val,38,76,score,DIC46,0.04535196140590486,0.2410854632452168,0.4872235430881065
german,50,attr_val,20,40,score,DPC47,0.030432320237199263,0.15358550385332384,0.13285936206927654
credit,50,attr_val,26,52,score,DPC47,0.10312840784007327,0.3394087398835602,0.46865942203010263
german,50,attr_val,20,40,score,DTC47,0.030432320237199263,0.15691059375933686,0.13285936206927654
credit,50,attr_val,26,52,score,DTC47,0.10604654949981317,0.3394087398835602,0.46865942203010263
german,50,attr_val,20,40,score,DIC47,0.024301922551843,0.14242590007868147,0.11607809874711657
credit,50,attr_val,26,52,score,DIC47,0.10681908373733363,0.3525276944399693,0.46865942203010263
german,50,attr_val,20,40,score,DPC48,0.018730718716303656,0.10647477095854657,0.12715373782529446
credit,50,attr_val,29,58,score,DPC48,0.00552702130912242,0.06743287326858403,0.020122368403018356
german,50,attr_val,20,40,score,DTC48,0.018730718716303656,0.10598411355795591,0.12715373782529446
credit,50,attr_val,29,58,score,DTC48,0.00552702130912242,0.06743287326858403,0.020122368403018356
